common_name,taxonomic_index,alphabetic_index,scientific_name,alpha_code,order,family,bioacoustic_category,description,high_or_low,bandpass_low_freq,bandpass_high_freq,typical_duration_ms,median_duration,approx_duration,oldbird_spectrogram,oldbird_nocturnal_spectrogram,oldbird_link,display_images,full_images,audio
Common Tern,404,210,Sterna hirundo,COTE,Charadriiformes,Laridae,,,Low,0.1,6000.0,,0.054000000000000006,0.1,,,,"['media/COTE/spectrograms/SWGH-20160907_195900_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_35994.112_35994.176_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2694.5809999999997_2694.677_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2677.0240000000003_2677.0559999999996_display.jpg', 'media/COTE/spectrograms/BRIS1_20180821_205200_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_16539.477_16539.584_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2649.173_2649.355_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2697.237_2697.28_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2692.373_2692.437_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2695.2_2695.264_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2664.821_2664.907_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2700.2670000000003_2700.363_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2701.611_2701.653_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2655.051_2655.1040000000003_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2683.051_2683.083_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2696.224_2696.256_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2689.248_2689.312_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2676.672_2676.725_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2686.795_2686.8590000000004_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2679.147_2679.2209999999995_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2688.373_2688.555_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2687.573_2687.605_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2671.083_2671.1679999999997_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2694.4429999999998_2694.4959999999996_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2704.224_2704.2670000000003_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2674.8590000000004_2675.093_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2677.1409999999996_2677.205_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2652.5009999999997_2652.533_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2657.312_2657.5040000000004_display.jpg', 'media/COTE/spectrograms/BRIS1_20180906_202200_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_20718.517_20718.549_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2672.32_2672.405_display.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2667.381_2667.5840000000003_display.jpg']","['media/COTE/spectrograms/SWGH-20160907_195900_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_35994.112_35994.176.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2694.5809999999997_2694.677.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2677.0240000000003_2677.0559999999996.jpg', 'media/COTE/spectrograms/BRIS1_20180821_205200_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_16539.477_16539.584.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2649.173_2649.355.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2697.237_2697.28.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2692.373_2692.437.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2695.2_2695.264.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2664.821_2664.907.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2700.2670000000003_2700.363.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2701.611_2701.653.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2655.051_2655.1040000000003.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2683.051_2683.083.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2696.224_2696.256.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2689.248_2689.312.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2676.672_2676.725.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2686.795_2686.8590000000004.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2679.147_2679.2209999999995.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2688.373_2688.555.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2687.573_2687.605.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2671.083_2671.1679999999997.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2694.4429999999998_2694.4959999999996.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2704.224_2704.2670000000003.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2674.8590000000004_2675.093.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2677.1409999999996_2677.205.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2652.5009999999997_2652.533.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2657.312_2657.5040000000004.jpg', 'media/COTE/spectrograms/BRIS1_20180906_202200_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_20718.517_20718.549.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2672.32_2672.405.jpg', 'media/COTE/spectrograms/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2667.381_2667.5840000000003.jpg']","['media/COTE/audio/SWGH-20160907_195900_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_35994.112_35994.176.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2694.5809999999997_2694.677.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2677.0240000000003_2677.0559999999996.wav', 'media/COTE/audio/BRIS1_20180821_205200_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_16539.477_16539.584.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2649.173_2649.355.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2697.237_2697.28.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2692.373_2692.437.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2695.2_2695.264.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2664.821_2664.907.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2700.2670000000003_2700.363.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2701.611_2701.653.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2655.051_2655.1040000000003.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2683.051_2683.083.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2696.224_2696.256.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2689.248_2689.312.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2676.672_2676.725.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2686.795_2686.8590000000004.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2679.147_2679.2209999999995.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2688.373_2688.555.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2687.573_2687.605.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2671.083_2671.1679999999997.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2694.4429999999998_2694.4959999999996.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2704.224_2704.2670000000003.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2674.8590000000004_2675.093.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2677.1409999999996_2677.205.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2652.5009999999997_2652.533.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2657.312_2657.5040000000004.wav', 'media/COTE/audio/BRIS1_20180906_202200_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_20718.517_20718.549.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2672.32_2672.405.wav', 'media/COTE/audio/CAFO1_20180515_211700_CHARADRIIFORMES_LARIDAE_STERNA_HIRUNDO_COTE_2667.381_2667.5840000000003.wav']"
Arctic Tern,405,36,Sterna paradisaea,ARTE,Charadriiformes,Laridae,,,,,,,,,,,,,,
Forster's Tern,406,260,Sterna forsteri,FOTE,Charadriiformes,Laridae,,,,,,,,,,,,,,
Royal Tern,407,565,Thalasseus maximus,ROYT,Charadriiformes,Laridae,,,,,,,,,,,,,,
Sandwich Tern,409,582,Thalasseus sandvicensis,SATE,Charadriiformes,Laridae,,,,,,,,,,,,,,
Elegant Tern,410,243,Thalasseus elegans,ELTE,Charadriiformes,Laridae,,,,,,,,,,,,,,
Black Skimmer,411,72,Rynchops niger,BLSK,Charadriiformes,Laridae,,,,,,,,,,,,,,
White-tailed Tropicbird,413,692,Phaethon lepturus,WTTR,Phaethontiformes,Phaethontidae,,,,,,,,,,,,,,
Red-tailed Tropicbird,415,540,Phaethon rubricauda,RTTR,Phaethontiformes,Phaethontidae,,,,,,,,,,,,,,
Red-throated Loon,417,541,Gavia stellata,RTLO,Gaviiformes,Gaviidae,,,,,,,,,,,,,,
Pacific Loon,419,477,Gavia pacifica,PALO,Gaviiformes,Gaviidae,,,,,,,,,,,,,,
Common Loon,420,201,Gavia immer,COLO,Gaviiformes,Gaviidae,,,Low,0.1,5000.0,,0.043,0.05,,,,['media/COLO/spectrograms/SCST2_20150817_205200_GAVIIFORMES_GAVIIDAE_GAVIA_IMMER_COLO_7535.829000000001_7535.871999999999_display.jpg'],['media/COLO/spectrograms/SCST2_20150817_205200_GAVIIFORMES_GAVIIDAE_GAVIA_IMMER_COLO_7535.829000000001_7535.871999999999.jpg'],['media/COLO/audio/SCST2_20150817_205200_GAVIIFORMES_GAVIIDAE_GAVIA_IMMER_COLO_7535.829000000001_7535.871999999999.wav']
Yellow-billed Loon,421,725,Gavia adamsii,YBLO,Gaviiformes,Gaviidae,,,,,,,,,,,,,,
Laysan Albatross,430,376,Phoebastria immutabilis,LAAL,Procellariiformes,Diomedeidae,,,,,,,,,,,,,,
Black-footed Albatross,431,91,Phoebastria nigripes,BFAL,Procellariiformes,Diomedeidae,,,,,,,,,,,,,,
Wilson's Storm-Petrel,434,709,Oceanites oceanicus,WISP,Procellariiformes,Oceanitidae,,,,,,,,,,,,,,
Fork-tailed Storm-Petrel,439,259,Hydrobates furcatus,FTSP,Procellariiformes,Hydrobatidae,,,,,,,,,,,,,,
